"NPI","Provider Secondary Practice Location Address- Address Line 1","Provider Secondary Practice Location Address-  Address Line 2","Provider Secondary Practice Location Address - City Name","Provider Secondary Practice Location Address - State Name","Provider Secondary Practice Location Address - Postal Code","Provider Secondary Practice Location Address - Country Code (If outside U.S.)","Provider Secondary Practice Location Address - Telephone Number","Provider Secondary Practice Location Address - Telephone Extension","Provider Practice Location Address - Fax Number"
"1427799980","IU Health Ball Memorial Family Medicine Residency","221 N Celia Ave","Muncie","IN","47303","US","7657473141","","7657412977"
"1427799980","2401 W University Ave","","Muncie","IN","473033428","US","7657473111","","3179635492"
"1407433410","1000 10th Ave","","New York","NY","100191147","US","2125234000","",""
"1982109617","6051 N Fresno St Ste 201","","Fresno","CA","937105280","US","5592488550","",""
"1982109617","5140 N Fruit Ave","","Fresno","CA","937113022","US","5594491059","",""
"1558822395","5500 Knoll North Dr Ste 460","","Columbia","MD","210452380","US","4107309363","","4107302084"
"1558822395","7350 Van Dusen Rd Ste 210","","Laurel","MD","207075268","US","3014985500","","3014987346"
"1144970773","315 NE 192nd Ave","Building 3, Ste 310","Camas","WA","98607","US","3607298200","","3607298201"
"1144970773","505 NE 87th Ave Ste 260","","Vancouver","WA","986641965","US","3605146450","","3605146451"
"1144970773","9330 NE Vancouver Mall Dr Ste 100","","Vancouver","WA","986628209","US","3607298510","","3607293079"
"1366029043","1801 Montrose St","","Philadelphia","PA","191462626","US","6102460228","",""
"1487910030","100 K Johnson Blvd Ste 201","","Bordentown","NJ","085052275","US","6093030747","",""
"1487910030","40 Fuld St Ste 404","","Trenton","NJ","086385247","US","6093030747","",""
"1487910030","150 Park Ave","","Florham Park","NJ","079321049","US","9735385210","",""
"1487910030","2 Capital Way Ste 220","","Pennington","NJ","085342523","US","6093030747","",""
"1245868876","1611 NW 12th Ave","","Miami","FL","331361005","US","3055855215","",""
"1245868876","5323 Harry Hines Blvd","","Dallas","TX","753907201","US","2145908058","",""
"1386106649","2600 S Michigan Ave Ste 100","","Chicago","IL","606162857","US","3129962655","",""
"1386106649","1309 S Halsted St","","Chicago","IL","606075003","US","3129962655","",""
"1427637727","8508 Alafia Hills Dr","","Plant City","FL","335673408","US","8136508600","","8136508664"
"1598394181","30 N 1900 E Rm 3C444","","Salt Lake City","UT","841320002","US","8015813622","",""
"1023404977","3737 Market Street","6th Floor","Philadelphia","PA","191045544","US","2156623340","","2152228875"
"1760235956","1639 N Alpine Rd Ste 360","","Rockford","IL","611071440","US","8152299333","",""
"1740609494","1101 Nott Street","Department of Emergency","Schenectady","NY","12308","US","5182431916","","5182431853"
"1871174466","1638 Owen Dr","","Fayetteville","NC","283043424","US","9106153960","","9106159907"
"1841464237","406 S 30th Ave","SUITE 202","Yakima","WA","989023713","US","5099721051","","5099724166"
"1841687373","2301 Holmes St","Internal Medicine Residency","Kansas City","MO","64108","US","8164040957","","8164040959"
"1528756459","309 E 2nd St","","Pomona","CA","917661854","US","9096236116","",""
"1528756459","21820 Cactus Ave","","Riverside","CA","925183010","US","9516535291","",""
"1497490676","5816 Shakespeare Rd Ste C","","Columbia","SC","292237233","US","8033613244","",""
"1285160671","1560 E Chevy Chase Dr Ste 130","","Glendale","CA","912064140","US","8182400340","",""
"1104409267","3901 Las Posas Rd Ste 4","","Camarillo","CA","930101502","US","8055855166","","8053831786"
"1740690270","3901 Las Posas Rd Ste 4","","Camarillo","CA","930101502","US","8055855166","","8053831786"
"1740690270","2525 Erringer Rd","","Simi Valley","CA","930652352","US","8055271404","","8055275246"
"1417579996","12665 Falcon Drive","","Colorado Springs","CO","809083219","US","7192831406","","7192495834"
"1720424476","820 N CHELAN AVE","","WENATCHEE","WA","988012028","US","5096638711","",""
"1720424476","520 N 4th Ave","","Pasco","WA","993015257","US","3033901940","",""
"1720424476","835 SE Bishop Blvd","","Pullman","WA","991635512","US","5093322541","",""
"1629071527","910 E Houston St Ste 250","","Tyler","TX","757028364","US","9036067300","",""
"1629071527","910 E Houston St Ste 230","","Tyler","TX","757028364","US","9036067300","",""
"1629071527","619 S Fleishel Ave Ste 305","","Tyler","TX","757012004","US","9036067400","",""
"1396437620","131 Coventry Ln","","Brandon","MS","390424403","US","7632589936","",""
"1396437620","129 N Locust Ave","","Lawrenceburg","TN","384643757","US","3176272329","","9317627234"
"1124686860","350 Elk St","","Rapid City","SD","577017351","US","6053437262","",""
"1073925574","808 Russell Palmer Rd Ste 151","","Kingwood","TX","773391452","US","2815407500","",""
"1104853316","3800 S National Ave Ste 300","","Springfield","MO","658075267","US","0000000000","",""
"1245753730","18626 Hardy Oak Blvd Ste 300","","San Antonio","TX","782584228","US","2104959047","","2102932989"
"1245753730","9150 Huebner Rd Ste 290","","San Antonio","TX","782401598","US","2106146432","","2102932989"
"1245753730","1200 Brooklyn Ave Ste 130","","San Antonio","TX","782124810","US","2104959047","","2102932989"
"1841641164","3600 Minnesota Dr Ste 800","","Edina","MN","554357915","US","9525951100","",""
"1932494630","691 Murphy Rd Ste 107","","Medford","OR","975044311","US","5417894281","","5417894806"
"1932494630","2200 NW 26th St","","Owatonna","MN","550605503","US","5074511120","",""
"1639431869","483 Cranbury Rd","","East Brunswick","NJ","088163610","US","7323900040","","7329558874"
"1922480672","975 Kingsview Dr Bldg A","","Lebanon","OH","450369562","US","5132287800","","5132287846"
"1053725077","3400 Spruce St","","Philadelphia","PA","191044238","US","2159082906","",""
"1053725077","RAF Lakenheath 48 MDG/SGHC","Unit 5115","APO","AE","094615115","US","3142268124","",""
"1053725077","4441 Capital Ave SW","","Battle Creek","MI","490159359","US","2697886888","",""
"1053725077","910 E Houston St","","Tyler","TX","757028369","US","9036062644","",""
"1053725077","910 E Houston St Ste 600","","Tyler","TX","757028304","US","9036062644","",""
"1437040755","119 Hendersonville Rd","","Asheville","NC","288032868","US","8287715500","","8282574750"
"1437040755","600 Barrett Ln","","Asheville","NC","288036000","US","8282716946","","8284072637"
"1437040755","19 N Ann St","","Asheville","NC","288012612","US","8282574730","","8284072637"
"1437040755","218 Elkwood Ave Ste 102","","Asheville","NC","288042212","US","8282574747","","8282574763"
"1437040755","29 Highbridge Xing","","Asheville","NC","288033496","US","8282741531","3286","8284072637"
"1437040755","125 Hendersonville Rd","","Asheville","NC","288032868","US","8283983601","","8284072637"
"1437040755","56 Medical Park Dr","","Franklin","NC","287342632","US","8286344565","","8284072593"
"1437040755","1542 Cane Creek Rd","","Fletcher","NC","287327423","US","8286288250","","8286288633"
"1437040755","3971 Little Savannah Rd HHS 114","","Cullowhee","NC","287235804","US","8282574719","","8288208329"
"1437040755","25 Westridge Market Pl","","Candler","NC","287159174","US","8284180040","","8284180041"
"1437040755","87 Medical Park Dr Ste B","","Brevard","NC","287123210","US","8285473004","","8288208220"
"1508271149","2 Jake Dr","","Tinton Falls","NJ","077127534","US","8585463800","","8585463900"
"1508271149","4301 W Markham St # 556","","Little Rock","AR","722057101","US","5012961095","","5015265919"
"1508271149","1500 San Pablo St","","Los Angeles","CA","900335313","US","3134428541","",""
"1508271149","1700 Old Gatesburg Rd Ste 100","","State College","PA","168032276","US","8142783280","","8142317098"
"1508271149","1800 E Park Ave","","State College","PA","168036701","US","8142317000","6764","8142317098"
"1508271149","310 Salem Woodstown Rd","","Salem","NJ","080792064","US","8569351000","",""
"1508271149","3600 Minnesota Dr Ste 800","","Edina","MN","554357915","US","9525951100","",""
"1508271149","500 Martha Jefferson Dr","","Charlottesville","VA","229114668","US","4346547000","",""
"1790167054","619 19th St S","","Birmingham","AL","352493927","US","2059344011","",""
"1790167054","3901 Las Posas Rd Ste 4","","Camarillo","CA","930101502","US","8055855166","","8053831786"
"1063933240","56 Franklin St","","Waterbury","CT","067061253","US","2037096000","",""
"1063933240","1 Boston Medical Ctr Pl","","Boston","MA","021182908","US","3133123006","",""
"1063933240","1425 Portland Ave # 287","","Rochester","NY","146213011","US","5859225067","",""
"1154210581","1163 W John Carpenter Fwy","","Irving","TX","750392525","US","9722174090","",""
"1386480176","2240 N Hwy 89 Ste C","","Harrisville","UT","844042824","US","8773936232","0",""
"1629332754","600 E 233rd St","Montefiore medical center wakefield campus","Bronx","NY","104662604","US","7189209880","",""
"1689565616","183 3rd Ave","","Chula Vista","CA","919101822","US","6192054115","",""
"1568879369","503 Watson Rd","","Erlanger","KY","410181556","US","8598352573","","8597276327"
"1568879369","502 Farrell Dr","","Covington","KY","410113717","US","8595783200","","8595342627"
"1740171040","2801 Dekalb Medical Pkwy","","Lithonia","GA","300584996","US","4045018000","",""
"1154212462","12212 Sandra Cir","","Omaha","NE","681373413","US","4023201778","",""
"1346131661","3100 Richmond Ave Ste 302","","Houston","TX","770983015","US","2813050411","",""
"1417848722","249 Jonesboro Rd # 259","","McDonough","GA","302533769","US","6788925573","",""
"1508591314","2560 Huntington Ave Ste 104","","Alexandria","VA","223031448","US","5714445047","",""
"1003837634","88 Washington St","","Taunton","MA","027802465","US","5088287000","","5088287158"
"1003837634","55 Lake Ave N","","Worcester","MA","01655","US","5083341000","",""
"1588273767","301 Andrews Ave","","Fort Rucker","AL","36362","US","3345037871","",""
"1588273767","105 King Johns Pl","","Del Rio","TX","788402533","US","8307344647","",""
"1588273767","4800 Memorial Dr","","Waco","TX","767111329","US","2542573000","",""
"1174000749","385 Church St Ste 103","","Guilford","CT","064376003","US","2034532844","",""
"1174000749","150 York St","","Stoughton","MA","020721829","US","7813440600","",""
"1295344893","1701 W Charleston Blvd Ste 230","","Las Vegas","NV","891022312","US","7026712329","",""
"1457839508","1625 Carroll Ave","","San Francisco","CA","941243219","US","4158227500","13",""
"1083381511","1023 Creekside Medical Dr","","York","SC","297458624","US","8036843738","","8036843808"
"1013164771","712 Jay St","","Fossil","OR","978308371","US","5417632725","",""
"1851118426","7007 W Cinnabar Ave","","Peoria","AZ","853456894","US","9287921357","",""
"1356676845","2404 US Highway 19","","Holiday","FL","346913943","US","7279450100","",""
"1356676845","13256 SR 54","","Odessa","FL","335563483","US","8139200023","",""
"1356676845","34621 US Highway 19 N","","Palm Harbor","FL","346842152","US","7279539888","",""
"1356530042","1400 Hospital Dr","","Hurricane","WV","255269202","US","3047208816","","9044946467"
"1962587717","137 E Thousand Oaks Blvd","","Thousand Oaks","CA","913605707","US","8053794574","","8053794324"
"1265254338","2607 W Arrowood Rd","","Charlotte","NC","282736134","US","7045880232","",""
"1417033317","13000 Bruce B Downs Blvd","","Tampa","FL","336124745","US","8139722000","1761","8139034874"
"1417033317","2 N Village Blvd Ste 2A","","Sparta","NJ","078713592","US","9084417201","","9084411292"
"1558734210","1501 Hughes Way","suite 150","Long Beach","CA","908101876","US","3102216336","",""
"1184499683","14671 Telegraph Rd","","Redford","MI","482393300","US","3139483055","",""
"1467797431","421 North Sequoia","","Porterville","CA","932582000","US","5597822237","",""
"1104801331","5 Walter E Foran Blvd Ste 4000","","Flemington","NJ","088224675","US","9088247179","","9088247684"
"1760469134","640 Watertower Byp","","Campbellsville","KY","427188657","US","5022622887","",""
"1760469134","407 East First St","","Campbellsville","KY","42718","US","2704654191","","2707893873"
"1477322634","124 Broadway Ste A","","Saugus","MA","019061094","US","7819415002","","7818132006"
"1477322634","801 W Ann Arbor Trl Ste 220","","Plymouth","MI","481706224","US","8669910900","",""
"1033759774","200 State Highway 30 W","","New Albany","MS","386523197","US","6624320700","","6628420566"
"1790922532","39500 Liberty St","","Fremont","CA","945382211","US","5107708040","",""
"1487418943","828 Dulaney Valley Rd Ste 11","","Towson","MD","212042822","US","4108700490","","4107013777"
"1104892611","3 Adventhealth Way Ste 210","","Palm Coast","FL","321374702","US","3863021360","",""
"1174948004","4190 City Ave","","Philadelphia","PA","191311626","US","2158716690","",""
"1922858836","1601 Greene St","","Columbia","SC","292084001","US","8037777412","",""
"1841751450","505 NE 87th Ave Ste 350","","Vancouver","WA","986641965","US","3605142550","","3605141927"
"1265136196","3333 Burnet Ave","MLC4008","Cincinnati","OH","45229","US","5138038965","",""
"1780116699","5230 Centre Ave","","Pittsburgh","PA","152321304","US","8002118181","",""
"1487282703","6655 Alvarado Rd","","San Diego","CA","921205208","US","8009268273","","8885398781"
"1487282703","330 Lewis St","","San Diego","CA","921032108","US","8009268273","","8885398781"
"1487282703","4445 Magnolia Ave","","Riverside","CA","925014135","US","9517883536","",""
"1487282703","39000 Bob Hope Dr","","Rancho Mirage","CA","922703221","US","7606743850","",""
"1487282703","9400 Campus Point Dr","","LA Jolla","CA","920931350","US","8009268273","","8885398781"
"1487282703","4250 1st Ave","","San Diego","CA","92103","US","8009268273","","8885398781"
"1487282703","9300 Campus Point Dr","","LA Jolla","CA","920371300","US","8009268273","","8885398781"
"1811638778","700 Childrens Dr","","Columbus","OH","432052664","US","6147224411","",""
"1275152159","410 W 10th Ave","","Columbus","OH","432101240","US","6146802552","",""
"1801538699","3525 Loma Vista Rd Ste A","","Ventura","CA","930033165","US","8056416415","","8056416424"
"1598151953","5323 Harry Hines Blvd","","Dallas","TX","753907201","US","2146483111","",""
"1598151953","2900 W Oklahoma Ave","","Milwaukee","WI","532154330","US","4146496000","",""
"1710568373","540 E Canfield St","","Detroit","MI","482011928","US","3135771466","",""
"1710568373","15855 19 Mile Rd","","Clinton Twp","MI","480383504","US","8005322411","",""
"1710568373","6777 W Maple Rd","","West Bloomfield","MI","483223013","US","2486616466","",""
"1366896359","3003 University Dr","","Marinette","WI","541434110","US","7157354200","",""
"1366896359","404 W Fountain St","","Albert Lea","MN","560072437","US","5074337351","",""
"1366896359","701 Hewitt Blvd","","Red Wing","MN","550662848","US","6512675000","",""
"1366896359","1650 4th St SE","","Rochester","MN","559044717","US","5075296600","",""
"1265013452","6777 W Maple Rd","","West Bloomfield","MI","483223013","US","2486616466","",""
"1730823345","6777 W Maple Rd","","West Bloomfield","MI","483223013","US","2486616466","",""
"1831624386","Department Of Medicine 1161 21st Ave S","D-3100 Medical Center North","Nashville","TN","372320001","US","6153220417","",""
"1831624386","3601 The Vanderbilt Clinic","","Nashville","TN","372320001","US","6153225000","",""
"1497375257","1500 E Medical Center Dr","","Ann Arbor","MI","481095000","US","7349365548","",""
"1497375927","1615 Hermann Dr Unit 1316","","Houston","TX","770047148","US","2154109538","",""
"1497375927","6410 Fannin St Ste 1014","","Houston","TX","770305301","US","8323257080","","7135122239"
"1245974526","5282 Medical Dr Ste 250","","San Antonio","TX","782296039","US","2106442100","",""
"1851089320","6400 Southcenter Blvd","","Tukwila","WA","981882547","US","2069012000","",""
"1407075435","1475 E Belvidere Rd","Pavilion C, Suite 285","Grayslake","IL","60030","US","3122274100","",""
"1407075435","2515 N Clark St Ste 900","","Chicago","IL","606142730","US","3122274100","",""
"1407075435","900 N Westmoreland Rd Ste 110","","Lake Forest","IL","600451688","US","3122274100","",""
"1407075435","25 N Winfield Rd","","Winfield","IL","601901379","US","3122274100","",""
"1407075435","1870 Silver Cross Blvd Ste 210","","New Lenox","IL","604518646","US","3122274100","",""
"1407075435","1131 Techny Rd","","Northbrook","IL","600625503","US","3122274100","",""
"1407075435","1895 Arbor Glen Blvd","","Schaumburg","IL","601953114","US","3122274100","",""
"1407075435","3722 Touhy Ave","","Skokie","IL","600763941","US","3122274100","",""
"1407075435","2301 Enterprise Dr","","Westchester","IL","601545802","US","3122274100","",""
"1285254615","1500 E Medical Center Drive","UH South F-6245","Ann Arbor","MI","48109","US","7346609305","",""
"1386179232","200 State Highway 30 W","","New Albany","MS","386523197","US","6624320700","","6628420566"
"1710938659","200 Medical Park Dr","","Dover","OH","446222074","US","3306027702","","3306024169"
"1922899210","11635 Arbor St Ste 110","","Omaha","NE","681445000","US","4025069368","",""
"1942867346","VCUHS Dept of Surgery Residency, 980135","1250 E. Marshall Street","Richmond","VA","232980135","US","8046289789","","8048285595"
"1942867346","3300 Gallows Rd","","Falls Church","VA","220423307","US","7036984444","",""
"1295392397","2799 W Grand Blvd","","Detroit","MI","482022689","US","3139161888","",""
"1558053892","2126 W Lawrence Ave","","Springfield","IL","627041417","US","6185623777","",""
"1669673646","1210 E Almond Ave","","Madera","CA","936375606","US","5596755555","",""
"1659264539","6839 S Canton Ave","","Tulsa","OK","741363402","US","9184940612","",""
"1902843774","6505 Cherry Meadow Dr SE","","Caledonia","MI","493169484","US","6168918770","",""
"1902843774","8001 Angling Rd","","Portage","MI","490247422","US","2693290944","",""
"1215503115","15855 19 Mile Rd","","Clinton Twp","MI","480383504","US","8005322411","",""
"1215503115","6777 W Maple Rd","","West Bloomfield","MI","483223013","US","2486616466","",""
"1497757579","3006 N County Road 25A Ste 104","","Troy","OH","453731373","US","9373353518","","9373326857"
"1497757579","818 Riverside Ave","5th Floor Cardiology","Adrian","MI","492211446","US","5172650326","","5172650313"
"1417995432","419 S Coral St","","Kalkaska","MI","496462503","US","2312587506","",""
"1417150830","5617 Pershing Ave","","Fort Worth","TX","761074711","US","3612470428","",""
"1417150830","14411 Justice Rd Ste B","","Midlothian","VA","231136907","US","3612470428","",""
"1184353401","1500 E. Medical Center Dr.","","Ann Arbor","MI","481095305","US","7347637919","",""
"1184353401","2799 W Grand Boulevard Null","","Detroit","MI","482675305","US","3139162000","",""
"1184353401","6777 W Maple Rd","","West Bloomfield","MI","483223013","US","2486616466","",""
"1427944750","905 Verdae Blvd","","Greenville","SC","296074097","US","8019070461","",""
"1659721371","8931 Huron St","","Thornton","CO","802606806","US","3038533500","","3038533702"
"1255536405","1616 E Burnside St","","Portland","OR","972141453","US","9712716066","",""
"1457588212","2967 Oak Run Pkwy Ste 101","","New Braunfels","TX","781325454","US","8306250305","",""
"1083230734","1110 Columbine Dr","","Holton","KS","664368824","US","7853642116","",""
"1083230734","1600 Community Dr","","Seneca","KS","665389739","US","7853366181","",""
"1649849159","1500 E Medical Center Dr","","Ann Arbor","MI","481095000","US","7349364280","",""
"1649849159","6777 W Maple Rd","","West Bloomfield","MI","483223013","US","2486616466","",""
"1942190244","11272 Georgia Ave","Ground Floor B","Silver Spring","MD","20902","US","2406698034","","8888114933"
"1780607622","713 TROY SCHENECTADY RD","STE 218","LATHAM","NY","121102490","US","5186907020","","5186907022"
"1780607622","767 Troy Schenectady Rd Ste 3","","Latham","NY","121102446","US","5186907020","",""
"1881431799","1 Unf Dr","","Jacksonville","FL","322247699","US","9046201000","",""
"1538398508","225 N Jackson Ave","","San Jose","CA","951161603","US","4083474051","",""
"1851919112","132 Affinity Lane","","Buffalo","NY","14215","US","7162392466","",""
"1851919112","6777 W Maple Rd","","West Bloomfield","MI","483223013","US","2486616466","",""
"1528089083","2800 N Sheridan Rd","Ste. 602","Chicago","IL","606576156","US","7732482842","","7732488512"
"1760373088","1127 Emerald Stone Ave","","North Las Vegas","NV","890813032","US","7027431358","",""
"1588555809","2501 Smith Ave","","Baltimore","MD","212092505","US","","",""
"1932090263","301 S 70th St","","Lincoln","NE","685102469","US","4029893043","",""
"1346131687","43783 Kenai Spur Hwy","","Kenai","AK","996119708","US","9074200836","",""
"1972111961","3103 Fairfield Ave Apt 4E","","Bronx","NY","104633284","US","6462431723","",""
"1003826132","900 Washington Rd","","West Point","NY","109961109","US","8459383055","","8459386076"
"1326886573","1683 Main St","","Windsor","CO","805507921","US","9704007618","",""
"1255331138","1 Jarrett White Rd","","Tripler Army Medical Center","HI","968595001","US","8886832778","",""
"1437502879","355 Ridge Ave","Department of Medicine","Evanston","IL","602023328","US","8473164000","",""
"1437502879","9200 W Wisconsin Ave","","Milwaukee","WI","532263522","US","4149550350","","4148050855"
"1437502879","2333 Biddle Ave","","Wyandotte","MI","481924668","US","8006536568","",""
"1407582745","500 Madison Ave Ste 200","","Toledo","OH","436041230","US","5673128700","",""
"1013295419","1000 W 10th St","","Rolla","MO","654012905","US","5733649000","","5734262108"
"1013295419","1000 W 10th St","","Rolla","MO","654012905","US","5734588899","","5733415611"
"1013295419","1050 W 10th St","","Rolla","MO","654012905","US","5734583150","","5732022413"
"1174804306","531 24th St","","Oakland","CA","946121721","US","5108392525","",""
"1467838185","4502 Medical Dr","","San Antonio","TX","782294402","US","2105671767","",""
"1467838185","800 Spruce St","","Philadelphia","PA","191076130","US","2672505514","",""
"1326471657","1133 Wyoming Ave","","Kingston","PA","187044003","US","5707141246","","5707141249"
"1447806955","1 Brookdale Plz","","Brooklyn","NY","112123139","US","7182405000","6206",""
"1740472745","1325 Pennsylvania Ave Ste 890","","Fort Worth","TX","761042145","US","8172504280","","8172504281"
"1740472745","1325 Pennsylvania Ave Ste 890","","Fort Worth","TX","761042145","US","8172504280","","8172504281"
"1700302833","407 W South Ave","","Ponca City","OK","746016133","US","5807495056","","5802155756"
"1770002958","4300 Alton Rd","","Miami Beach","FL","331402948","US","8133090685","",""
"1669468872","137 E Thousand Oaks Blvd","","Thousand Oaks","CA","913605707","US","8053794574","","8053794324"
"1356120968","22 Bramhall St","","Portland","ME","041023134","US","2076622381","",""
"1356120968","335 Brighton Ave","","Portland","ME","041022363","US","2076620111","","2076628133"
"1356120968","655 Main St","","Saco","ME","040721699","US","2072945600","","2072943565"
"1356120968","2 Livewell Dr","","Kennebunk","ME","040436762","US","2074676900","","2074676921"
"1356120968","25A June St Ste 11","","Sanford","ME","040732642","US","2074907900","","2074907969"
"1356120968","1 Medical Center Dr","","Biddeford","ME","040059422","US","2072945000","","2072945227"
"1356120968","10 Goodall Dr Ste 900","","East Waterboro","ME","040305233","US","2074907505","","2074907529"
"1437608452","1550 E Beltline Ave SE Ste 155","","Grand Rapids","MI","495064362","US","6164039813","","6164691001"
"1700666021","1475 E Belvidere Rd, Pavilion C","Suite 285","Grayslake","IL","60030","US","3122274100","",""
"1700666021","900 N Westmoreland Rd Ste 110","","Lake Forest","IL","600451688","US","3122274100","",""
"1700666021","1870 Silver Cross Blvd Ste 210","","New Lenox","IL","604518646","US","3122274100","",""
"1700666021","2515 N Clark St Ste 900","","Chicago","IL","606142730","US","3122274100","",""
"1700666021","1131 Techny Rd","","Northbrook","IL","600625503","US","3122274100","",""
"1700666021","25 N Winfield Rd","","Winfield","IL","601901379","US","3122274100","",""
"1700666021","1895 Arbor Glen Blvd","","Schaumburg","IL","601953114","US","3122274100","",""
"1700666021","3722 Touhy Ave","","Skokie","IL","600763941","US","3122274100","",""
"1700666021","2301 Enterprise Dr","","Westchester","IL","601545802","US","3122274100","",""
"1891457305","51 Kondazian St","","Watertown","MA","024722830","US","6179241285","",""
"1780055749","4141 31st Ave S Ste 104","","Fargo","ND","581048778","US","7013642663","",""
"1780055749","316 2nd Ave W","","Williston","ND","588015218","US","7017744600","4674","7017744620"
"1740001353","PO Box 405","","Tenants Harbor","ME","048600405","US","2079753929","",""
"1588845697","7877 Willow Chase Blvd","","Houston","TX","770705934","US","8328694818","","8322412902"
"1336544345","4201 Saint Antoine St # 9C","","Detroit","MI","482012153","US","3138315535","",""
"1336544345","6777 W Maple Rd","","West Bloomfield","MI","483223013","US","2486616466","",""
"1336544345","15855 19 Mile Rd","","Clinton Twp","MI","480383504","US","8005322411","",""
"1336544345","2333 Biddle Ave","","Wyandotte","MI","481924668","US","8006536568","",""
"1134697550","130 W White Horse Pike Ste 1B","","Berlin","NJ","080092028","US","8569824233","",""
"1962493205","2515 N Clark St Ste 900","","Chicago","IL","606142730","US","3122274100","",""
"1568446110","1441 Branding Ave Ste 310","","Downers Grove","IL","605155624","US","2626934311","","4142033788"
"1568446110","1630 Commanche Ave","","Green Bay","WI","543135753","US","9204304700","",""
"1053022202","701 N 1st St","","Springfield","IL","627810001","US","2177883000","","2176063057"
"1811535750","1959 NE PACIFIC ST","","Seattle","WA","981950001","US","2065205000","",""
"1710965314","1660 Feehanville Dr Ste 450","","Mount Prospect","IL","600566023","US","8473907666","6205","8473909345"
"1710965314","10801 S Western Ave Ste 200","","Chicago","IL","606433223","US","8473907666","","2242209743"
"1710965314","5215 N California Ave Ste F605","","Chicago","IL","606258564","US","8472509096","","2242209743"
"1710965314","1301 E 47th St","","Chicago","IL","606534507","US","8473907666","","2242209743"
"1710965314","3000 N Halsted St","","Chicago","IL","606575188","US","8472509096","","2242209743"
"1710965314","939 W North Ave Ste 610","","Chicago","IL","606427138","US","8473907666","","2242209743"
"1710965314","414 N Orleans St Ste 212","","Chicago","IL","606544493","US","8473907666","","2242209743"
"1710965314","10255 Southwest Hwy","","Chicago Ridge","IL","604151350","US","8473907666","","2242209743"
"1710965314","750 Fletcher Dr","","Elgin","IL","601234703","US","8477413127","","2242209743"
"1710965314","1614 N Harlem Ave","","Elmwood Park","IL","607074302","US","8473907666","","2242209743"
"1710965314","1300 Waukegan Rd","","Glenview","IL","600253022","US","8472509096","","2242209743"
"1710965314","15531 E 127th St","","Lemont","IL","604398555","US","8472509096","","2242209743"
"1710965314","1900 Hollister Dr Ste 160","","Libertyville","IL","600485227","US","8472509096","","2242209743"
"1710965314","6 E Saint Charles Rd Ste 100","","Lombard","IL","601482302","US","8473907666","","2242209743"
"1710965314","2101 Waukegan Rd Ste 203","","Bannockburn","IL","600151836","US","8472509096","","2242209743"
"1710965314","1516 E 87th St","","Chicago","IL","606196525","US","8472509096","","2242209743"
"1710965314","8500 75th St Ste 105","","Kenosha","WI","531428213","US","8479944195","","2242209743"
"1710965314","18425 W Creek Dr Ste C","","Tinley Park","IL","604776768","US","8473907666","","2242209743"
"1710965314","1111 N Plaza Dr Ste 790","","Schaumburg","IL","601735479","US","8473907666","","2242209743"
"1710965314","610 S Maple Ave Ste 2550","","Oak Park","IL","603042807","US","8473907666","6205","8473909345"
"1710965314","915 Harger Rd Ste 250","","Oak Brook","IL","605231492","US","8473907666","","2242209743"
"1710965314","24024 Brancaster Dr","","Naperville","IL","605648044","US","8473907666","","2242209743"
"1215525472","1959 NE Pacific St","","Seattle","WA","981950001","US","2065205000","",""
"1821455734","1109 N LaMar Blvd","Suite 1","Oxford","MS","386552861","US","6622387871","","6622387871"
"1821455734","200 State Highway 30 W","","New Albany","MS","386523197","US","6624320700","","6628420566"
"1114558491","11110 Medical Campus Rd Ste 125","","Hagerstown","MD","217426799","US","3017144335","","3017144332"
"1114558491","179 N Reading Rd","","Ephrata","PA","175221647","US","7177380167","",""
"1114558491","252 S 4th St Fl 2","","Lebanon","PA","170426111","US","7172703751","",""
"1114558491","1 Wyoming St Ste 4130","","Dayton","OH","454092722","US","9374388640","","9374388615"
"1891508453","5786 Aspen View Pl","","Loveland","CO","805384642","US","3866907984","",""
"1114518024","150 E Market St","","Warren","OH","444811141","US","3303996451","","3303946029"
"1316486160","108 W US Highway 40","","Troy","IL","622941836","US","6186671800","","6186671802"
"1316486160","745 Erika St","","O Fallon","IL","622691975","US","6186960772","",""
"1316486160","2001 State St","","East Saint Louis","IL","622051803","US","6182710204","",""
"1316486160","300 1st Capitol Dr","","Saint Charles","MO","633012844","US","6369475000","5207","6369475290"
"1316486160","1103 Belt Line Rd","","Collinsville","IL","622344368","US","6183442273","",""
"1316486160","159 E McArthur Dr","","Bethalto","IL","620101918","US","6182587504","",""
"1316486160","17 Ginger Creek Mdws","","Glen Carbon","IL","620343508","US","6186569777","",""
"1215732912","5980 S Cooper Rd Ste 4","","Chandler","AZ","852495394","US","4807043474","",""
"1700201654","16100 South Fwy","","Pearland","TX","775841895","US","7134136500","",""
"1487412979","1380 Lead Hill Blvd Ste 145","","Roseville","CA","956612998","US","9167406424","",""
"1316573173","1199 N Orange Ave","","Orlando","FL","328046425","US","4077014500","",""
"1316573173","1580 N Logan St Fl 5","","Denver","CO","802031939","US","7206748648","",""
"1336608660","9055 Katy Fwy Ste 200","","Houston","TX","770241629","US","7134612915","","7134615307"
"1336608660","16411 Baston Creek Dr","","Cypress","TX","774335155","US","8328898982","",""
"1891258216","3400 Civic Center Blvd","2nd Floor South Pavilion, Penn Neuroscience Center","Philadelphia","PA","19104","US","2156623606","","2153495579"
