            table_name             |            column_name            |          data_type          | is_nullable 
 medical_problems                  | care_plan_status                  | text                        | YES
 medical_problems                  | functional_impact                 | text                        | YES
 medical_problems                  | prognosis                         | text                        | YES
 medical_problems                  | risk_factors                      | ARRAY                       | YES
 medical_problems                  | associated_conditions             | ARRAY                       | YES
 medical_problems                  | treatment_goals                   | text                        | YES
 medical_problems                  | monitoring_parameters             | text                        | YES
 medical_problems                  | follow_up_required                | boolean                     | YES
 medical_problems                  | follow_up_date                    | date                        | YES
 medical_problems                  | problem_ranking                   | integer                     | YES
 medical_problems                  | display_in_summary                | boolean                     | YES
 medical_problems                  | patient_aware                     | boolean                     | YES
 medical_problems                  | caregiver_aware                   | boolean                     | YES
 medical_problems                  | reportable_condition              | boolean                     | YES
 medical_problems                  | reported_date                     | date                        | YES
 medical_problems                  | clinical_priority                 | text                        | YES
 medical_problems                  | social_determinants               | jsonb                       | YES
 medical_problems                  | cultural_considerations           | text                        | YES
 medical_problems                  | patient_goals                     | text                        | YES
 medical_problems                  | barriers_to_care                  | text                        | YES
 medical_problems                  | quality_measures                  | jsonb                       | YES
 medical_problems                  | outcome_measures                  | jsonb                       | YES
 medical_problems                  | care_team_members                 | jsonb                       | YES
 medical_problems                  | care_coordination_notes           | text                        | YES
 medical_problems                  | original_problem_text             | text                        | YES
 medical_problems                  | mapped_by_ai                      | boolean                     | YES
 medical_problems                  | ai_confidence_score               | numeric                     | YES
 medical_problems                  | human_verified                    | boolean                     | YES
 medical_problems                  | consolidation_reasoning           | text                        | YES
 medical_problems                  | merged_ids                        | ARRAY                       | YES
 medical_problems                  | visit_history                     | jsonb                       | YES
 medical_problems                  | created_at                        | timestamp without time zone | YES
 medical_problems                  | updated_at                        | timestamp without time zone | YES
 medications                       | id                                | integer                     | NO
 medications                       | patient_id                        | integer                     | NO
 medications                       | encounter_id                      | integer                     | YES
 medications                       | medication_name                   | text                        | NO
 medications                       | generic_name                      | text                        | YES
 medications                       | brand_name                        | text                        | YES
 medications                       | dosage                            | text                        | YES
 medications                       | strength                          | text                        | YES
 medications                       | form                              | text                        | YES
 medications                       | route                             | text                        | YES
 medications                       | frequency                         | text                        | YES
 medications                       | sig                               | text                        | YES
 medications                       | start_date                        | date                        | YES
 medications                       | end_date                          | date                        | YES
 medications                       | discontinuation_date              | date                        | YES
 medications                       | discontinuation_reason            | text                        | YES
 medications                       | status                            | text                        | YES
 medications                       | prescribed_by                     | integer                     | YES
 medications                       | prescribed_date                   | timestamp without time zone | YES
 medications                       | pharmacy                          | text                        | YES
 medications                       | prescriber_notes                  | text                        | YES
 medications                       | patient_instructions              | text                        | YES
 medications                       | ndc_code                          | text                        | YES
 medications                       | rxnorm_code                       | text                        | YES
 medications                       | days_supply                       | integer                     | YES
 medications                       | quantity                          | integer                     | YES
 medications                       | quantity_unit                     | text                        | YES
 medications                       | refills                           | integer                     | YES
 medications                       | refills_remaining                 | integer                     | YES
 medications                       | lot_number                        | text                        | YES
 medications                       | expiration_date                   | date                        | YES
 medications                       | manufacturer                      | text                        | YES
 medications                       | dea_schedule                      | text                        | YES
 medications                       | is_controlled                     | boolean                     | YES
 medications                       | requires_prior_auth               | boolean                     | YES
 medications                       | prior_auth_number                 | text                        | YES
 medications                       | formulary_status                  | text                        | YES
 medications                       | therapeutic_class                 | text                        | YES
 medications                       | source_type                       | text                        | YES
 medications                       | source_confidence                 | numeric                     | YES
 medications                       | extracted_from_attachment_id      | integer                     | YES
 medications                       | extraction_notes                  | text                        | YES
 medications                       | grouping_strategy                 | text                        | YES
 medications                       | discontinuation_source            | text                        | YES
 medications                       | original_order_id                 | integer                     | YES
 medications                       | consolidation_reasoning           | text                        | YES
 medications                       | merged_ids                        | ARRAY                       | YES
 medications                       | visit_history                     | jsonb                       | YES
 medications                       | created_at                        | timestamp without time zone | YES
 medications                       | updated_at                        | timestamp without time zone | YES
 migration_invitations             | id                                | integer                     | NO
 migration_invitations             | from_health_system_id             | integer                     | YES
 migration_invitations             | to_health_system_id               | integer                     | YES
 migration_invitations             | invitation_code                   | text                        | YES
 migration_invitations             | status                            | text                        | YES
 migration_invitations             | created_at                        | timestamp without time zone | YES
 migration_invitations             | expires_at                        | timestamp without time zone | YES
 newsletter_subscribers            | id                                | integer                     | NO
 newsletter_subscribers            | email                             | text                        | NO
 newsletter_subscribers            | name                              | text                        | YES
 newsletter_subscribers            | subscribed_at                     | timestamp without time zone | YES
 newsletter_subscribers            | unsubscribed_at                   | timestamp without time zone | YES
 newsletter_subscribers            | preferences                       | jsonb                       | YES
 newsletter_subscribers            | source                            | text                        | YES
 orders                            | id                                | integer                     | NO
 orders                            | patient_id                        | integer                     | NO
 orders                            | encounter_id                      | integer                     | NO
 orders                            | provider_id                       | integer                     | NO
 orders                            | order_type                        | character varying           | NO
 orders                            | order_date                        | timestamp without time zone | YES
 orders                            | priority                          | character varying           | YES
 orders                            | status                            | character varying           | YES
 orders                            | medication_name                   | character varying           | YES
 orders                            | medication_dosage                 | character varying           | YES
 orders                            | medication_route                  | character varying           | YES
 orders                            | medication_frequency              | character varying           | YES
 orders                            | medication_duration               | character varying           | YES
 orders                            | medication_quantity               | integer                     | YES
 orders                            | medication_refills                | integer                     | YES
 orders                            | lab_test_name                     | character varying           | YES
 orders                            | lab_test_code                     | character varying           | YES
 orders                            | imaging_study_type                | character varying           | YES
 orders                            | imaging_body_part                 | character varying           | YES
 orders                            | referral_specialty                | character varying           | YES
 orders                            | referral_reason                   | text                        | YES
 orders                            | instructions                      | text                        | YES
 orders                            | clinical_indication               | text                        | YES
 orders                            | diagnosis_codes                   | ARRAY                       | YES
 orders                            | created_at                        | timestamp without time zone | YES
 orders                            | updated_at                        | timestamp without time zone | YES
 orders                            | order_status                      | character varying           | YES
 orders                            | reference_id                      | text                        | YES
 orders                            | provider_notes                    | text                        | YES
 orders                            | dosage                            | text                        | YES
 orders                            | quantity                          | integer                     | YES
 orders                            | sig                               | text                        | YES
 orders                            | refills                           | integer                     | YES
 orders                            | prescriber                        | text                        | YES
 orders                            | prescriber_id                     | integer                     | YES
 orders                            | ordered_by                        | integer                     | YES
 orders                            | test_name                         | text                        | YES
 orders                            | test_code                         | text                        | YES
 orders                            | study_type                        | text                        | YES
 orders                            | body_part                         | text                        | YES
 orders                            | lab_name                          | text                        | YES
 orders                            | ndc_code                          | text                        | YES
 orders                            | form                              | text                        | YES
 orders                            | route                             | text                        | YES
 orders                            | frequency                         | text                        | YES
 orders                            | duration                          | text                        | YES
 orders                            | start_date                        | timestamp without time zone | YES
 orders                            | end_date                          | timestamp without time zone | YES
 orders                            | route_of_administration           | text                        | YES
 orders                            | indication                        | text                        | YES
 orders                            | imaging_order_id                  | integer                     | YES
 orders                            | external_order_id                 | text                        | YES
 orders                            | days_supply                       | integer                     | YES
 orders                            | diagnosis_code                    | text                        | YES
 orders                            | requires_prior_auth               | boolean                     | YES
 orders                            | prior_auth_number                 | text                        | YES
 orders                            | specimen_type                     | text                        | YES
 orders                            | fasting_required                  | boolean                     | YES
 orders                            | region                            | text                        | YES
 orders                            | laterality                        | text                        | YES
 orders                            | contrast_needed                   | boolean                     | YES
 orders                            | specialty_type                    | text                        | YES
 orders                            | provider_name                     | text                        | YES
 orders                            | urgency                           | text                        | YES
 orders                            | ordered_at                        | timestamp without time zone | YES
 orders                            | approved_by                       | integer                     | YES
 orders                            | approved_at                       | timestamp without time zone | YES
 orders                            | quantity_unit                     | text                        | YES
 organizations                     | id                                | integer                     | NO
 organizations                     | name                              | character varying           | NO
 organizations                     | type                              | character varying           | YES
 organizations                     | address                           | character varying           | YES
 organizations                     | city                              | character varying           | YES
 organizations                     | state                             | character varying           | YES
 organizations                     | zip_code                          | character varying           | YES
 organizations                     | phone                             | character varying           | YES
 organizations                     | website                           | character varying           | YES
 organizations                     | created_at                        | timestamp with time zone    | YES
 organizations                     | updated_at                        | timestamp with time zone    | YES
 organizations                     | health_system_id                  | integer                     | YES
 organizations                     | short_name                        | text                        | YES
 organizations                     | organization_type                 | text                        | NO
 organizations                     | region                            | text                        | YES
 organizations                     | tax_id                            | text                        | YES
 organizations                     | npi                               | text                        | YES
 organizations                     | email                             | text                        | YES
 organizations                     | active                            | boolean                     | YES
 patient_physical_findings         | id                                | integer                     | NO
 patient_physical_findings         | patient_id                        | integer                     | NO
 patient_physical_findings         | encounter_id                      | integer                     | YES
 patient_physical_findings         | body_system                       | text                        | NO
 patient_physical_findings         | finding                           | text                        | NO
 patient_physical_findings         | severity                          | text                        | YES
 patient_physical_findings         | laterality                        | text                        | YES
 patient_physical_findings         | quality                           | text                        | YES
 patient_physical_findings         | duration                          | text                        | YES
 patient_physical_findings         | context                           | text                        | YES
 patient_physical_findings         | associated_symptoms               | text                        | YES
 patient_physical_findings         | provider_id                       | integer                     | YES
 patient_physical_findings         | examined_at                       | timestamp without time zone | YES
 patient_physical_findings         | is_normal                         | boolean                     | YES
 patient_physical_findings         | requires_follow_up                | boolean                     | YES
 patient_physical_findings         | follow_up_timeframe               | text                        | YES
 patient_physical_findings         | created_at                        | timestamp without time zone | YES
 patient_physical_findings         | updated_at                        | timestamp without time zone | YES
 patients                          | id                                | integer                     | NO
 patients                          | external_id                       | character varying           | YES
 patients                          | first_name                        | character varying           | NO
 patients                          | last_name                         | character varying           | NO
 patients                          | middle_name                       | character varying           | YES
 patients                          | date_of_birth                     | date                        | NO
 patients                          | gender                            | character varying           | YES
 patients                          | email                             | character varying           | YES
 patients                          | phone                             | character varying           | YES
 patients                          | phone_type                        | character varying           | YES
 patients                          | address                           | character varying           | YES
 patients                          | city                              | character varying           | YES
 patients                          | state                             | character varying           | YES
 patients                          | zip                               | character varying           | YES
 patients                          | insurance_provider                | character varying           | YES
 patients                          | insurance_policy_number           | character varying           | YES
 patients                          | insurance_group_number            | character varying           | YES
 patients                          | emergency_contact_name            | character varying           | YES
 patients                          | emergency_contact_phone           | character varying           | YES
 patients                          | emergency_contact_relationship    | character varying           | YES
 patients                          | preferred_language                | character varying           | YES
 patients                          | race                              | character varying           | YES
 patients                          | ethnicity                         | character varying           | YES
 patients                          | created_at                        | timestamp without time zone | YES
 patients                          | updated_at                        | timestamp without time zone | YES
 patients                          | health_system_id                  | integer                     | YES
 patients                          | mrn                               | text                        | YES
 patients                          | contact_number                    | text                        | YES
 patients                          | emergency_contact                 | jsonb                       | YES
 patients                          | preferred_location_id             | integer                     | YES
 patients                          | primary_provider_id               | integer                     | YES
 patients                          | insurance_primary                 | text                        | YES
 patients                          | insurance_secondary               | text                        | YES
 patients                          | policy_number                     | text                        | YES
 patients                          | group_number                      | text                        | YES
 patients                          | assistant_id                      | text                        | YES
 patients                          | assistant_thread_id               | text                        | YES
 patients                          | last_chart_summary                | text                        | YES
 patients                          | chart_last_updated                | timestamp without time zone | YES
 patients                          | active_problems                   | jsonb                       | YES
 patients                          | critical_alerts                   | jsonb                       | YES
 patients                          | data_origin_type                  | text                        | YES
 patients                          | original_facility_id              | integer                     | YES
 patients                          | created_by_provider_id            | integer                     | YES
 patients                          | creation_context                  | text                        | YES
 patients                          | derivative_work_note              | text                        | YES
 patients                          | migration_consent                 | jsonb                       | YES
 patients                          | profile_photo_filename            | text                        | YES
 phi_access_logs                   | id                                | integer                     | NO
 phi_access_logs                   | user_id                           | integer                     | YES
 phi_access_logs                   | patient_id                        | integer                     | YES
 phi_access_logs                   | action                            | text                        | YES
 phi_access_logs                   | resource_type                     | text                        | YES
 phi_access_logs                   | resource_id                       | integer                     | YES
 phi_access_logs                   | ip_address                        | text                        | YES
 phi_access_logs                   | user_agent                        | text                        | YES
 phi_access_logs                   | created_at                        | timestamp without time zone | YES
 phi_access_logs                   | user_name                         | text                        | YES
 phi_access_logs                   | user_role                         | text                        | YES
 phi_access_logs                   | health_system_id                  | integer                     | YES
 phi_access_logs                   | location_id                       | integer                     | YES
 phi_access_logs                   | patient_name                      | text                        | YES
 phi_access_logs                   | access_method                     | text                        | YES
 phi_access_logs                   | http_method                       | text                        | YES
 phi_access_logs                   | api_endpoint                      | text                        | YES
 phi_access_logs                   | session_id                        | text                        | YES
 phi_access_logs                   | success                           | boolean                     | YES
 phi_access_logs                   | error_message                     | text                        | YES
 phi_access_logs                   | response_time                     | integer                     | YES
 phi_access_logs                   | access_reason                     | text                        | YES
 phi_access_logs                   | emergency_access                  | boolean                     | YES
 phi_access_logs                   | break_glass_reason                | text                        | YES
 phi_access_logs                   | accessed_at                       | timestamp without time zone | YES
 problem_rank_overrides            | id                                | integer                     | NO
 problem_rank_overrides            | user_id                           | integer                     | NO
 problem_rank_overrides            | patient_id                        | integer                     | NO
 problem_rank_overrides            | problem_id                        | integer                     | NO
 problem_rank_overrides            | custom_rank                       | integer                     | NO
 problem_rank_overrides            | reason                            | text                        | YES
 problem_rank_overrides            | created_at                        | timestamp without time zone | YES
 problem_rank_overrides            | updated_at                        | timestamp without time zone | YES
 scheduling_ai_factors             | id                                | integer                     | NO
 scheduling_ai_factors             | category                          | character varying           | NO
 scheduling_ai_factors             | factor_name                       | character varying           | NO
 scheduling_ai_factors             | description                       | text                        | YES
 scheduling_ai_factors             | data_type                         | character varying           | NO
 scheduling_ai_factors             | is_enabled                        | boolean                     | YES
 scheduling_ai_factors             | default_weight                    | numeric                     | YES
 scheduling_ai_factors             | created_at                        | timestamp with time zone    | YES
 scheduling_ai_factors             | updated_at                        | timestamp with time zone    | YES
 scheduling_ai_weights             | id                                | integer                     | NO
 scheduling_ai_weights             | provider_id                       | integer                     | YES
 scheduling_ai_weights             | location_id                       | integer                     | YES
 scheduling_ai_weights             | health_system_id                  | integer                     | YES
 scheduling_ai_weights             | created_by                        | integer                     | NO
 scheduling_ai_weights             | factor_name                       | character varying           | NO
 scheduling_ai_weights             | weight                            | numeric                     | NO
 scheduling_ai_weights             | is_active                         | boolean                     | YES
 scheduling_ai_weights             | custom_parameters                 | jsonb                       | YES
 scheduling_ai_weights             | created_at                        | timestamp with time zone    | YES
 scheduling_ai_weights             | updated_at                        | timestamp with time zone    | YES
 session                           | sid                               | character varying           | NO
 session                           | sess                              | json                        | NO
 session                           | expire                            | timestamp without time zone | NO
 social_history                    | id                                | integer                     | NO
 social_history                    | patient_id                        | integer                     | NO
 social_history                    | category                          | text                        | NO
 social_history                    | details                           | text                        | NO
 social_history                    | status                            | text                        | YES
 social_history                    | start_date                        | date                        | YES
 social_history                    | end_date                          | date                        | YES
 social_history                    | quantity                          | text                        | YES
 social_history                    | frequency                         | text                        | YES
 social_history                    | notes                             | text                        | YES
 social_history                    | source_type                       | text                        | YES
 social_history                    | source_confidence                 | numeric                     | YES
 social_history                    | extracted_from_attachment_id      | integer                     | YES
 social_history                    | extraction_notes                  | text                        | YES
 social_history                    | risk_level                        | text                        | YES
 social_history                    | counseling_provided               | boolean                     | YES
 social_history                    | consolidation_reasoning           | text                        | YES
 social_history                    | merged_ids                        | ARRAY                       | YES
 social_history                    | visit_history                     | jsonb                       | YES
 social_history                    | created_at                        | timestamp without time zone | YES
 social_history                    | updated_at                        | timestamp without time zone | YES
 surgical_history                  | id                                | integer                     | NO
 surgical_history                  | patient_id                        | integer                     | NO
 surgical_history                  | procedure_name                    | text                        | NO
 surgical_history                  | procedure_date                    | date                        | YES
 surgical_history                  | surgeon                           | text                        | YES
 surgical_history                  | facility                          | text                        | YES
 surgical_history                  | indication                        | text                        | YES
 surgical_history                  | findings                          | text                        | YES
 surgical_history                  | complications                     | text                        | YES
 surgical_history                  | anesthesia_type                   | text                        | YES
 surgical_history                  | implants_used                     | text                        | YES
 surgical_history                  | pathology_results                 | text                        | YES
 surgical_history                  | recovery_notes                    | text                        | YES
 surgical_history                  | source_type                       | text                        | YES
 surgical_history                  | source_confidence                 | numeric                     | YES
 surgical_history                  | extracted_from_attachment_id      | integer                     | YES
 surgical_history                  | extraction_notes                  | text                        | YES
 surgical_history                  | procedure_code                    | text                        | YES
 surgical_history                  | laterality                        | text                        | YES
 surgical_history                  | approach                          | text                        | YES
 surgical_history                  | duration_minutes                  | integer                     | YES
 surgical_history                  | estimated_blood_loss_ml           | integer                     | YES
 surgical_history                  | specimens_removed                 | text                        | YES
 surgical_history                  | drains_placed                     | text                        | YES
 surgical_history                  | post_op_diagnosis                 | text                        | YES
 surgical_history                  | discharge_instructions            | text                        | YES
 surgical_history                  | follow_up_required                | boolean                     | YES
 surgical_history                  | follow_up_date                    | date                        | YES
 surgical_history                  | consolidation_reasoning           | text                        | YES
 surgical_history                  | merged_ids                        | ARRAY                       | YES
 surgical_history                  | visit_history                     | jsonb                       | YES
 surgical_history                  | created_at                        | timestamp without time zone | YES
 surgical_history                  | updated_at                        | timestamp without time zone | YES
 user_locations                    | id                                | integer                     | NO
 user_locations                    | user_id                           | integer                     | NO
 user_locations                    | location_id                       | integer                     | NO
 user_locations                    | is_primary                        | boolean                     | YES
 user_locations                    | permissions                       | jsonb                       | YES
 user_locations                    | created_at                        | timestamp with time zone    | YES
 user_locations                    | updated_at                        | timestamp with time zone    | YES
 user_locations                    | role_at_location                  | text                        | YES
 user_note_preferences             | id                                | integer                     | NO
 user_note_preferences             | user_id                           | integer                     | NO
 user_note_preferences             | last_selected_note_type           | character varying           | YES
 user_note_preferences             | default_chief_complaint           | text                        | YES
 user_note_preferences             | default_physical_exam             | text                        | YES
 user_note_preferences             | default_ros_negatives             | text                        | YES
 user_note_preferences             | default_assessment_style          | character varying           | YES
 user_note_preferences             | use_voice_commands                | boolean                     | YES
 user_note_preferences             | auto_save_interval                | integer                     | YES
 user_note_preferences             | show_template_suggestions         | boolean                     | YES
 user_note_preferences             | include_time_stamps               | boolean                     | YES
 user_note_preferences             | default_note_font_size            | integer                     | YES
 user_note_preferences             | default_macro_set                 | character varying           | YES
 user_note_preferences             | preferred_exam_order              | ARRAY                       | YES
 user_note_preferences             | custom_normal_exams               | jsonb                       | YES
 user_note_preferences             | abbreviation_expansions           | jsonb                       | YES
 user_note_preferences             | quick_phrases                     | jsonb                       | YES
 user_note_preferences             | billing_reminder_enabled          | boolean                     | YES
 user_note_preferences             | sign_reminder_minutes             | integer                     | YES
 user_note_preferences             | created_at                        | timestamp without time zone | YES
 user_note_preferences             | updated_at                        | timestamp without time zone | YES
 user_problem_list_preferences     | id                                | integer                     | NO
 user_problem_list_preferences     | user_id                           | integer                     | NO
 user_problem_list_preferences     | show_resolved_problems            | boolean                     | YES
 user_problem_list_preferences     | show_inactive_problems            | boolean                     | YES
 user_problem_list_preferences     | sort_by                           | text                        | YES
 user_problem_list_preferences     | group_by_category                 | boolean                     | YES
 user_problem_list_preferences     | highlight_recent_changes          | boolean                     | YES
 user_problem_list_preferences     | recent_change_days                | integer                     | YES
 user_problem_list_preferences     | max_problems_displayed            | integer                     | YES
 user_problem_list_preferences     | created_at                        | timestamp without time zone | YES
 user_problem_list_preferences     | updated_at                        | timestamp without time zone | YES
 user_session_locations            | id                                | integer                     | NO
 user_session_locations            | user_id                           | integer                     | NO
 user_session_locations            | location_id                       | integer                     | NO
 user_session_locations            | session_id                        | character varying           | YES
 user_session_locations            | is_primary                        | boolean                     | YES
 user_session_locations            | permissions                       | jsonb                       | YES
 user_session_locations            | remembered                        | boolean                     | YES
 user_session_locations            | created_at                        | timestamp with time zone    | YES
 user_session_locations            | updated_at                        | timestamp with time zone    | YES
 user_session_locations            | is_active                         | boolean                     | YES
 user_session_locations            | remember_selection                | boolean                     | YES
 user_session_locations            | selected_at                       | timestamp without time zone | YES
 users                             | id                                | integer                     | NO
 users                             | username                          | character varying           | NO
 users                             | email                             | character varying           | YES
 users                             | password                          | character varying           | NO
 users                             | first_name                        | character varying           | YES
 users                             | last_name                         | character varying           | YES
 users                             | role                              | character varying           | YES
 users                             | npi                               | character varying           | YES
 users                             | credentials                       | character varying           | YES
 users                             | specialties                       | ARRAY                       | YES
 users                             | license_number                    | character varying           | YES
 users                             | license_state                     | character varying           | YES
 users                             | bio                               | text                        | YES
 users                             | is_active                         | boolean                     | YES
 users                             | last_login                        | timestamp without time zone | YES
 users                             | profile_image_url                 | character varying           | YES
 users                             | created_at                        | timestamp without time zone | YES
 users                             | updated_at                        | timestamp without time zone | YES
 users                             | health_system_id                  | integer                     | YES
 users                             | email_verified                    | boolean                     | YES
 users                             | email_verification_token          | text                        | YES
 users                             | email_verification_expires        | timestamp without time zone | YES
 users                             | mfa_enabled                       | boolean                     | YES
 users                             | mfa_secret                        | text                        | YES
 users                             | account_status                    | text                        | YES
 users                             | failed_login_attempts             | integer                     | YES
 users                             | account_locked_until              | timestamp without time zone | YES
 users                             | require_password_change           | boolean                     | YES
 users                             | verification_status               | text                        | YES
 users                             | verified_with_key_id              | integer                     | YES
 users                             | verified_at                       | timestamp without time zone | YES
 users                             | active                            | boolean                     | YES
 vitals                            | id                                | integer                     | NO
 vitals                            | patient_id                        | integer                     | NO
 vitals                            | encounter_id                      | integer                     | YES
 vitals                            | blood_pressure_systolic           | integer                     | YES
 vitals                            | blood_pressure_diastolic          | integer                     | YES
 vitals                            | heart_rate                        | integer                     | YES
 vitals                            | respiratory_rate                  | integer                     | YES
 vitals                            | temperature                       | numeric                     | YES
 vitals                            | oxygen_saturation                 | integer                     | YES
 vitals                            | weight                            | numeric                     | YES
 vitals                            | height                            | numeric                     | YES
 vitals                            | bmi                               | numeric                     | YES
 vitals                            | recorded_at                       | timestamp without time zone | YES
 vitals                            | recorded_by                       | integer                     | YES
 vitals                            | notes                             | text                        | YES
 vitals                            | pain_scale                        | integer                     | YES
 vitals                            | blood_glucose                     | integer                     | YES
 vitals                            | source_type                       | text                        | YES
 vitals                            | source_confidence                 | numeric                     | YES
 vitals                            | extracted_from_attachment_id      | integer                     | YES
 vitals                            | extraction_notes                  | text                        | YES
 vitals                            | consolidation_reasoning           | text                        | YES
 vitals                            | merged_ids                        | ARRAY                       | YES
 vitals                            | visit_history                     | jsonb                       | YES
 vitals                            | created_at                        | timestamp without time zone | YES
 vitals                            | updated_at                        | timestamp without time zone | YES
 vitals                            | entry_type                        | text                        | YES
 vitals                            | systolic                          | integer                     | YES
 vitals                            | diastolic                         | integer                     | YES
 vitals                            | systolic_bp                       | integer                     | YES
 vitals                            | diastolic_bp                      | integer                     | YES
 vitals                            | alerts                            | jsonb                       | YES
 vitals                            | parsed_from_text                  | text                        | YES
 vitals                            | processing_notes                  | text                        | YES
 vitals                            | original_text                     | text                        | YES
 webauthn_credentials              | id                                | integer                     | NO
 webauthn_credentials              | user_id                           | integer                     | YES
 webauthn_credentials              | credential_id                     | text                        | NO
 webauthn_credentials              | public_key                        | text                        | NO
 webauthn_credentials              | counter                           | bigint                      | YES
 webauthn_credentials              | device_type                       | text                        | YES
 webauthn_credentials              | transports                        | ARRAY                       | YES
 webauthn_credentials              | created_at                        | timestamp without time zone | YES
 webauthn_credentials              | last_used_at                      | timestamp without time zone | YES
 webauthn_credentials              | registered_device                 | text                        | YES
 webauthn_credentials              | device_name                       | text                        | YES
(1065 rows)

